Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
Medium,227,1,0,1,18,97,0
Medium,227,1,0,1,18,44,1
Medium,227,1,0,1,18,75,0
Low,561,1,0,4,18,53,0
High,401,1,0,7,18,88,0
High,401,1,0,7,18,57,0
High,401,1,0,7,18,41,0
High,401,1,0,7,18,44,0
Low,561,1,0,4,18,310,0
Low,561,1,0,4,18,345,0
Unspecified,N/A,1,0,13,18,41,1
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,32,0
Low,561,1,1,4,25,64,0
High,399,1,0,11,18,39,0
High,401,1,0,7,18,36,1
Low,561,1,0,4,18,58,0
High,119,1,0,3,18,140,1
High,401,1,0,7,18,45,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,82,0
High,401,1,0,7,18,46,0
High,401,1,0,7,18,72,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,89,0
High,401,1,0,7,18,38,0
Low,561,1,0,4,18,167,0
Low,561,1,0,4,18,53,0
High,401,1,0,7,18,69,0
High,401,1,0,7,18,119,0
High,401,1,0,7,18,138,0
High,401,1,0,7,18,46,1
Low,561,1,0,4,18,135,0
High,399,1,0,11,18,45,1
High,401,1,0,7,18,53,0
High,399,1,0,11,18,81,0
High,399,1,0,11,18,39,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,107,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,25,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,101,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,51,0
Low,561,1,1,4,32,27,0
Medium,227,1,0,1,18,51,1
Medium,227,1,0,1,18,118,0
Medium,227,1,0,1,18,89,0
Low,561,1,1,4,2,82,0
Medium,227,1,0,1,18,38,0
Low,561,1,0,4,18,47,0
High,399,1,0,11,18,69,0
High,399,1,0,11,18,36,0
Low,561,1,0,4,18,369,0
Low,561,1,0,4,18,409,0
Low,561,1,0,4,18,52,0
Medium,665,1,0,5,18,32,1
Medium,227,1,0,1,18,32,0
Low,561,1,0,4,18,43,0
Low,561,1,1,4,26,62,0
Medium,227,1,0,1,18,46,1
Medium,227,1,0,1,18,99,0
Medium,227,1,0,1,18,77,0
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,142,0
Medium,227,1,0,1,18,128,0
Low,561,1,0,4,18,78,0
High,399,1,0,11,18,41,0
High,401,1,0,7,18,39,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,152,0
High,119,1,0,3,18,136,1
Low,561,1,0,4,18,184,0
Low,561,1,0,4,18,152,0
Low,561,1,0,4,18,141,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,48,0
High,119,1,1,3,32,100,0
High,119,1,0,3,18,47,1
High,119,1,0,3,18,78,0
High,401,1,0,7,18,140,0
Medium,227,1,0,1,18,172,0
Medium,227,1,0,1,18,204,0
High,401,1,0,7,18,209,0
Medium,227,1,0,1,18,46,1
High,401,1,0,7,18,51,0
High,401,1,0,7,18,177,0
High,401,1,0,7,18,78,0
Low,561,1,0,4,18,48,0
High,401,1,0,7,18,56,0
Low,561,1,0,4,18,48,0
Low,561,1,1,4,32,25,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,118,0
Low,561,1,0,4,18,71,0
High,401,1,0,7,18,34,1
Unspecified,N/A,1,0,13,18,55,0
High,401,1,0,7,18,57,0
High,401,1,0,7,18,39,1
Low,561,1,1,4,12,36,0
Low,561,1,1,4,16,48,0
High,401,1,0,7,18,40,1
Medium,227,1,0,1,18,29,0
Medium,227,1,0,1,18,49,0
Medium,227,1,0,1,18,41,0
Low,561,1,1,4,26,97,0
Low,561,1,1,4,26,139,0
High,399,1,1,11,26,73,0
High,399,1,0,11,18,32,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,147,0
Low,561,1,0,4,18,91,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,120,0
Low,561,1,0,4,18,97,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,83,0
High,189,1,0,9,18,40,1
Low,561,1,0,4,18,131,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,108,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,171,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,94,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,138,0
High,401,1,0,7,18,145,0
High,401,1,0,7,18,54,0
High,401,1,0,7,18,216,0
High,401,1,0,7,18,183,0
High,401,1,0,7,18,80,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,150,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,89,0
High,401,1,0,7,18,69,0
High,401,1,0,7,18,46,1
High,401,1,0,7,18,119,0
Low,561,1,1,4,27,45,0
Medium,227,1,1,1,25,35,1
Low,561,1,0,4,18,43,0
Low,561,1,0,4,18,70,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,63,0
High,401,1,0,7,18,113,0
High,465,1,0,6,18,143,0
High,465,1,0,6,18,169,0
High,465,1,0,6,18,47,1
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,90,0
Low,561,1,0,4,18,54,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,125,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,97,0
Medium,227,1,0,1,18,40,1
Low,561,1,0,4,18,82,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,54,0
Medium,227,1,0,1,18,95,0
Medium,227,1,0,1,18,72,0
High,401,1,0,7,18,24,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,84,0
High,465,1,0,6,18,48,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,126,0
High,465,1,0,6,18,69,0
High,465,1,1,6,32,40,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,135,0
High,401,1,1,7,32,40,1
High,119,1,0,3,18,42,1
High,401,1,0,7,18,37,0
High,401,1,0,7,18,53,0
High,401,1,0,7,18,86,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,65,0
High,399,1,0,11,18,67,0
High,399,1,0,11,18,82,0
High,399,1,0,11,18,42,0
Medium,227,1,0,1,18,44,1
Medium,227,1,0,1,18,93,0
Medium,227,1,0,1,18,73,0
Low,561,1,1,4,1,43,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,217,0
Low,561,1,0,4,18,169,0
Low,561,1,0,4,18,117,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,59,0
Low,561,1,1,4,12,44,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,129,0
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,104,0
High,399,1,0,11,18,41,0
High,401,1,0,7,18,112,0
High,401,1,0,7,18,39,1
High,401,1,1,7,8,41,0
High,401,1,0,7,18,131,0
High,401,1,0,7,18,62,0
High,401,1,0,7,18,88,0
Low,561,1,0,4,18,107,0
Low,561,1,0,4,18,132,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Medium,227,1,0,1,18,29,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,139,0
High,401,1,0,7,18,44,1
Low,561,1,0,4,18,65,0
Medium,704,1,0,2,18,27,1
Low,561,1,1,4,25,113,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,137,0
Low,561,1,0,4,18,84,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,63,0
High,401,1,0,7,18,113,0
High,401,1,0,7,18,35,0
High,401,1,0,7,18,29,1
Medium,665,1,0,5,18,26,1
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,54,0
High,465,1,0,6,18,53,1
High,465,1,1,6,32,128,0
High,465,1,0,6,18,95,0
Low,561,1,0,4,18,158,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,42,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,44,0
High,399,1,1,11,9,47,1
High,465,1,0,6,18,31,1
High,399,1,0,11,18,69,0
High,399,1,0,11,18,38,0
Low,561,1,0,4,18,34,0
High,119,1,0,3,18,78,0
High,119,1,0,3,18,47,1
Low,561,1,0,4,18,60,0
High,119,1,0,3,18,100,0
Low,561,1,0,4,18,87,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,73,0
Low,561,1,1,4,25,56,0
Low,561,1,0,4,18,90,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,67,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,247,0
High,119,1,0,3,18,71,0
High,119,1,0,3,18,97,0
High,119,1,0,3,18,36,1
High,401,1,0,7,18,52,0
Low,561,1,0,4,18,88,0
Low,561,1,0,4,18,56,0
Low,561,1,1,4,16,25,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,142,0
Low,561,1,0,4,18,176,0
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,83,0
Low,561,1,0,4,18,224,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,177,0
High,401,1,0,7,18,44,1
High,401,1,0,7,18,49,0
Low,561,1,0,4,18,27,0
High,401,1,0,7,18,45,0
High,119,1,0,3,18,44,1
Medium,227,1,0,1,18,97,0
Medium,227,1,0,1,18,75,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,59,0
High,401,1,0,7,18,43,1
High,465,1,0,6,18,45,0
High,465,1,0,6,18,104,0
High,465,1,1,6,12,79,0
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,95,0
Medium,227,1,0,1,18,40,1
Low,561,1,0,4,18,46,0
High,399,1,0,11,18,41,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,108,0
Low,561,1,0,4,18,107,0
High,399,1,0,11,18,40,0
High,401,1,0,7,18,53,0
High,401,1,0,7,18,37,0
High,401,1,0,7,18,86,0
Medium,465,1,0,6,18,114,0
Medium,465,1,0,6,18,149,0
Medium,465,1,0,6,18,70,0
Low,561,1,0,4,18,51,0
High,465,1,0,6,18,68,0
High,401,1,0,7,18,42,1
High,465,1,0,6,18,40,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,58,0
High,119,1,0,3,18,44,1
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,31,0
Low,561,1,1,4,1,125,0
High,465,1,0,6,18,33,1
High,401,1,1,7,32,47,1
Low,561,1,0,4,18,133,0
Low,561,1,1,4,27,32,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,35,0
Medium,665,1,0,5,18,26,1
High,401,1,0,7,18,44,1
High,401,1,0,7,18,129,0
High,401,1,0,7,18,86,0
High,401,1,0,7,18,110,0
High,401,1,0,7,18,41,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,61,0
High,399,1,0,11,18,41,1
High,399,1,0,11,18,32,0
Low,561,1,0,4,18,81,0
High,399,1,0,11,18,73,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,62,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,152,0
Low,561,1,0,4,18,184,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,182,0
Low,561,1,0,4,18,122,0
Low,561,1,1,4,32,145,0
Low,561,1,0,4,18,177,0
Low,561,1,0,4,18,59,0
Medium,665,1,0,5,18,29,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,329,0
High,401,1,0,7,18,70,0
Medium,227,1,0,1,18,157,0
High,401,1,0,7,18,50,0
High,401,1,0,7,18,162,0
High,401,1,0,7,18,125,0
Medium,227,1,0,1,18,45,1
High,401,1,0,7,18,194,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,112,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,55,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,82,0
High,465,1,0,6,18,116,0
High,465,1,0,6,18,85,0
High,465,1,0,6,18,45,1
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
High,399,1,0,11,18,43,1
High,401,1,0,7,18,47,0
Low,561,1,0,4,18,150,0
Low,561,1,0,4,18,127,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,25,0
Low,561,1,1,4,32,72,0
Medium,227,1,1,1,32,36,0
Medium,227,1,0,1,18,59,0
Low,561,1,0,4,18,66,0
High,401,1,0,7,18,42,0
High,401,1,0,7,18,83,0
High,401,1,0,7,18,64,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,59,0
High,465,1,0,6,18,104,0
High,465,1,0,6,18,79,0
High,465,1,0,6,18,45,0
Low,561,1,1,4,12,62,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,175,0
Low,561,1,0,4,18,142,0
Low,561,1,0,4,18,102,0
High,119,1,0,3,18,123,1
High,119,1,0,3,18,158,0
High,119,1,0,3,18,184,0
High,401,1,0,7,18,57,0
High,401,1,1,7,4,35,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,159,0
Low,561,1,0,4,18,156,0
Low,561,1,0,4,18,242,0
Low,561,1,0,4,18,190,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,52,0
Medium,227,1,0,1,18,38,1
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,71,0
Medium,227,1,0,1,18,94,0
High,399,1,0,11,18,44,0
High,399,1,1,11,1,86,0
Low,561,1,0,4,18,122,0
Medium,704,1,0,2,18,32,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,266,0
Medium,377,1,0,10,18,64,0
Medium,665,1,0,5,18,33,1
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
Medium,227,1,0,1,18,73,0
Medium,227,1,0,1,18,41,1
Medium,227,1,0,1,18,96,0
High,465,1,0,6,18,30,1
High,465,1,0,6,18,73,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,25,0
High,465,1,0,6,18,98,0
High,465,1,0,6,18,39,1
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,135,0
High,465,1,0,6,18,107,0
High,465,1,0,6,18,81,0
High,465,1,0,6,18,46,1
Low,561,1,0,4,18,147,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,141,0
High,401,1,0,7,18,39,0
High,401,1,0,7,18,95,0
High,401,1,0,7,18,68,0
High,401,1,0,7,18,41,1
High,465,1,0,6,18,39,0
High,465,1,0,6,18,67,0
Low,561,1,0,4,18,51,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,26,0
Low,561,1,1,4,32,62,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,32,0
High,401,1,1,7,32,37,1
High,119,1,0,3,18,71,0
High,119,1,0,3,18,36,1
Low,561,1,0,4,18,48,0
Low,561,1,1,4,25,49,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,84,0
High,399,1,0,11,18,46,0
Unspecified,N/A,1,1,13,32,40,1
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,70,0
High,401,1,0,7,18,107,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,98,0
High,401,1,0,7,18,47,1
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,211,0
Low,561,1,0,4,18,257,0
Low,562,1,0,12,18,47,0
High,401,1,0,7,18,45,1
High,401,1,0,7,18,65,0
High,401,1,0,7,18,116,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,57,0
Medium,227,1,0,1,18,42,0
Low,561,1,0,4,18,395,0
Low,561,1,0,4,18,348,0
High,401,1,0,7,18,38,1
High,401,1,0,7,18,41,0
High,401,1,0,7,18,57,0
High,401,1,0,7,18,88,0
Medium,465,1,0,6,18,183,0
Medium,465,1,0,6,18,141,0
Low,561,1,0,4,18,49,0
High,401,1,0,7,18,44,0
Medium,665,1,0,5,18,33,1
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,43,0
High,401,1,0,7,18,64,0
Medium,704,1,0,2,18,28,0
Medium,704,1,0,2,18,94,0
Medium,704,1,0,2,18,62,0
Medium,704,1,0,2,18,33,0
Medium,704,1,0,2,18,30,0
Medium,704,1,0,2,18,92,0
High,401,1,0,7,18,97,0
High,465,1,0,6,18,45,0
High,465,1,0,6,18,104,0
High,465,1,0,6,18,79,0
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,186,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,32,0
High,465,1,0,6,18,39,0
High,465,1,1,6,32,86,0
High,465,1,0,6,18,67,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,144,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,53,0
Low,561,1,1,4,12,366,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,61,0
Low,561,1,1,4,32,81,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,130,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,61,0
High,401,1,0,7,18,46,1
Medium,227,1,0,1,18,35,1
Low,561,1,0,4,18,146,0
Medium,227,1,0,1,18,131,0
High,119,1,0,3,18,145,1
Low,561,1,1,4,25,139,0
Low,561,1,1,4,26,52,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,33,0
Low,561,1,1,4,4,55,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,95,0
Low,561,1,0,4,18,26,0
Low,561,1,1,4,25,62,0
Low,561,1,0,4,18,46,0
Medium,704,1,0,2,18,35,0
High,401,1,0,7,18,64,0
High,401,1,0,7,18,40,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,30,0
Unspecified,N/A,1,0,13,18,30,1
Low,561,1,0,4,18,154,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,47,0
Medium,465,1,0,6,18,146,0
Medium,465,1,0,6,18,181,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,127,0
High,401,1,0,7,18,73,0
High,401,1,0,7,18,100,0
High,401,1,0,7,18,44,0
Medium,704,1,0,2,18,70,0
Medium,704,1,0,2,18,35,0
Medium,704,1,0,2,18,56,0
Medium,704,1,0,2,18,33,0
High,401,1,0,7,18,75,0
High,401,1,0,7,18,38,0
Medium,704,1,0,2,18,72,0
Medium,704,1,0,2,18,54,0
High,401,1,0,7,18,30,1
Medium,665,1,0,5,18,35,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,57,0
Medium,227,1,0,1,18,97,0
Medium,227,1,1,1,32,44,1
Medium,227,1,0,1,18,75,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,124,0
Medium,227,1,0,1,18,78,0
Medium,227,1,0,1,18,101,0
High,119,1,0,3,18,46,1
High,401,1,0,7,18,48,0
High,119,1,0,3,18,177,0
High,119,1,0,3,18,203,0
High,119,1,1,3,1,142,1
Medium,227,1,0,1,18,97,0
Medium,227,1,0,1,18,75,0
Medium,227,1,0,1,18,44,1
High,465,1,0,6,18,92,0
High,465,1,0,6,18,73,0
High,401,1,0,7,18,47,1
High,465,1,0,6,18,45,0
Low,561,1,1,4,1,56,0
High,401,1,0,7,18,45,1
Low,561,1,0,4,18,66,0
Low,561,1,1,4,12,52,0
Low,561,1,0,4,18,34,0
Medium,465,1,0,6,18,187,0
Medium,465,1,0,6,18,143,0
Medium,465,1,0,6,18,222,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,57,0
High,401,1,0,7,18,38,0
High,401,1,0,7,18,40,0
High,401,1,0,7,18,93,0
High,401,1,0,7,18,35,0
High,401,1,0,7,18,65,0
Low,561,1,0,4,18,166,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,101,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,120,0
Low,561,1,0,4,18,78,0
Medium,227,1,0,1,18,36,1
Medium,227,1,0,1,18,38,1
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,52,0
High,401,1,0,7,18,113,0
High,401,1,0,7,18,132,0
High,401,1,0,7,18,40,1
High,401,1,0,7,18,63,0
Medium,227,1,0,1,18,83,0
Medium,227,1,0,1,18,112,0
Medium,227,1,0,1,18,45,1
Low,561,1,1,4,25,62,0
Medium,227,1,1,1,27,100,0
Medium,227,1,0,1,18,49,1
Medium,227,1,0,1,18,79,0
Low,561,1,0,4,18,88,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,172,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,101,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,32,0
High,189,1,0,9,18,25,1
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,53,0
High,399,1,0,11,18,39,0
High,401,1,0,7,18,116,0
High,399,1,0,11,18,38,0
High,399,1,0,11,18,69,0
Low,561,1,0,4,18,59,0
Low,561,1,1,4,8,104,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,85,0
Low,561,1,0,4,18,348,0
Low,561,1,0,4,18,396,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,148,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,77,0
Low,561,1,1,4,25,58,0
Low,561,1,0,4,18,32,0
